,as_of_date,company_name,followers_count
1456386,2017-11-14,21st Century Fox,9847
1456417,2017-11-14,Sirius XM Radio Inc.,31382
1456443,2017-11-14,T-Mobile,236618
1456454,2017-11-14,KLA-Tencor,70043
1456514,2017-11-14,eBay,292440
1456531,2017-11-14,Amazon,2887471
1456557,2017-11-14,Microsoft,4269820
1456576,2017-11-14,Adobe,771236
1456600,2017-11-14,ASML,88182
1456602,2017-11-14,NXP Semiconductors,125663
1456702,2017-11-14,Apple,3814957
1456704,2017-11-14,Marriott International,610411
1456706,2017-11-14,PayPal,267855
1456729,2017-11-14,JD.COM,40332
1456871,2017-11-14,Verisk Analytics,33505
1456907,2017-11-14,Google,5504462
1456963,2017-11-14,Texas Instruments,251821
1456977,2017-11-14,PACCAR,37176
1457008,2017-11-14,Atlassian,94902
1457098,2017-11-14,Exelon,67233
1457180,2017-11-14,PepsiCo,1617007
1457184,2017-11-14,TripAdvisor,166792
1457200,2017-11-14,Workday,165148
1457254,2017-11-14,IDEXX,44241
1457261,2017-11-14,Synopsys Inc,116275
1457411,2017-11-14,DocuSign,41389
1457480,2017-11-14,Gilead Sciences,165115
1457520,2017-11-14,Dollar Tree Stores,33667
1457524,2017-11-14,Broadcom Limited,143735
1457568,2017-11-14,Analog Devices,68422
1457581,2017-11-14,Lam Research,48108
1457600,2017-11-14,Marvell Semiconductor,93361
1457644,2017-11-14,Applied Materials,118874
1457653,2017-11-14,Netflix,509873
1457666,2017-11-14,Monster Energy,44212
1457670,2017-11-14,Mondelēz International,684898
1457680,2017-11-14,Walgreens,226090
1457685,2017-11-14,Costco Wholesale,182964
1457736,2017-11-14,CSX,58459
1457818,2017-11-14,Vertex Pharmaceuticals,67261
1457909,2017-11-14,Splunk,91469
1457919,2017-11-14,Cadence Design Systems,70624
1457927,2017-11-14,Incyte,12288
1457988,2017-11-14,Xilinx,80608
1457999,2017-11-14,Tesla,1192143
1458029,2017-11-14,lululemon,173631
1458110,2017-11-14,Electronic Arts (EA),309181
1458165,2017-11-14,Mercadolibre.com,56919
1458225,2017-11-14,VERISIGN,25025
1458238,2017-11-14,O'Reilly Auto Parts,27854
1458266,2017-11-14,CDW,71043
1458287,2017-11-14,Qualcomm,308125
1458371,2017-11-14,Match.com,9963
1458417,2017-11-14,Activision,102555
1458473,2017-11-14,Paychex,54095
1458637,2017-11-14,The Kraft Heinz Company,382488
1458681,2017-11-14,Intuitive Surgical,52992
1458698,2017-11-14,Micron Technology,90935
1458727,2017-11-14,Cerner Corporation,124833
1458755,2017-11-14,ADP,436203
1458937,2017-11-14,Dexcom,17766
1459053,2017-11-14,Xcel Energy,43610
1459071,2017-11-14,Biogen,139038
1459092,2017-11-14,Illumina,103141
1459209,2017-11-14,Maxim Integrated,47823
1459246,2017-11-14,NVIDIA,235090
1459288,2017-11-14,Intuit,147842
1459294,2017-11-14,Copart,21770
1459339,2017-11-14,Align Technology,26786
1459340,2017-11-14,Facebook,1874255
1459421,2017-11-15,Cintas,76008
1459554,2017-11-15,Microchip Technology Inc.,57887
1459644,2017-11-15,AMD,177678
1459691,2017-11-15,American Electric Power,39126
1459761,2017-11-15,Cognizant,1200173
1459865,2017-11-15,Comcast,217255
1459884,2017-11-15,CDW,71068
1459885,2017-11-15,Intel Corporation,949790
1459910,2017-11-15,Cisco,1558195
1459972,2017-11-15,Fiserv,152325
1459988,2017-11-15,Charter Communications,59078
1460080,2017-11-15,T-Mobile,236765
1460089,2017-11-15,KLA-Tencor,70101
1460156,2017-11-15,eBay,292576
1460169,2017-11-15,Amazon,2902325
1460171,2017-11-15,Lam Research,48247
1460187,2017-11-15,Microsoft,4275961
1460209,2017-11-15,Adobe,772017
1460235,2017-11-15,ASML,88236
1460239,2017-11-15,NXP Semiconductors,125774
1460313,2017-11-15,Xilinx,80686
1460322,2017-11-15,PACCAR,37194
1460331,2017-11-15,Apple,3817532
1460333,2017-11-15,PayPal,268046
1460345,2017-11-15,Marriott International,611502
1460481,2017-11-15,Costco Wholesale,183100
1460498,2017-11-15,Verisk Analytics,33575
1460545,2017-11-15,Google,5518042
1460598,2017-11-15,Texas Instruments,252026
1460641,2017-11-15,Atlassian,94967
1460744,2017-11-15,Exelon,67277
1460788,2017-11-15,Biogen,139152
1460850,2017-11-15,Workday,165323
1460898,2017-11-15,IDEXX,44266
1460905,2017-11-15,Synopsys Inc,116406
1461017,2017-11-15,JD.COM,40361
1461062,2017-11-15,DocuSign,41429
1461083,2017-11-15,Starbucks,850925
1461125,2017-11-15,Gilead Sciences,165229
1461126,2017-11-15,Sirius XM Radio Inc.,31399
1461166,2017-11-15,Dollar Tree Stores,33683
1461212,2017-11-15,Align Technology,26824
1461223,2017-11-15,Splunk,91547
1461227,2017-11-15,Analog Devices,68495
1461229,2017-11-15,Dexcom,17783
1461230,2017-11-15,Broadcom Limited,143903
1461249,2017-11-15,Marvell Semiconductor,93404
1461262,2017-11-15,21st Century Fox,9856
1461287,2017-11-15,Match.com,9969
1461295,2017-11-15,Applied Materials,118957
1461304,2017-11-15,Intuitive Surgical,53018
1461307,2017-11-15,Netflix,510546
1461314,2017-11-15,Monster Energy,44277
1461321,2017-11-15,Mondelēz International,685231
1461350,2017-11-15,CSX,58491
1461448,2017-11-15,Vertex Pharmaceuticals,67295
1461546,2017-11-15,Cadence Design Systems,70679
1461611,2017-11-15,Tesla,1193438
1461653,2017-11-15,lululemon,173774
1461678,2017-11-15,Micron Technology,91059
1461720,2017-11-15,Electronic Arts (EA),309439
1461793,2017-11-15,Mercadolibre.com,57040
1461845,2017-11-15,Qualcomm,308374
1461856,2017-11-15,VERISIGN,25031
1461876,2017-11-15,O'Reilly Auto Parts,27890
1461980,2017-11-15,NetEase,38099
1462051,2017-11-15,Activision,102620
1462109,2017-11-15,Paychex,54138
1462233,2017-11-15,TripAdvisor,166886
1462276,2017-11-15,The Kraft Heinz Company,382986
1462327,2017-11-15,Incyte,12311
1462371,2017-11-15,Cerner Corporation,124922
1462388,2017-11-15,ADP,436448
1462392,2017-11-15,Walgreens,226235
1462715,2017-11-15,Illumina,103241
1462727,2017-11-15,Xcel Energy,43633
1462748,2017-11-15,Amgen,301552
1462833,2017-11-15,Maxim Integrated,47841
1462872,2017-11-15,NVIDIA,235331
1462889,2017-11-15,PepsiCo,1618051
1462923,2017-11-15,Intuit,147944
1462932,2017-11-15,Copart,21832
1462968,2017-11-15,Facebook,1885229
1463029,2017-11-16,Tesla,1194649
1463055,2017-11-16,Cintas,76084
1463102,2017-11-16,Amgen,301770
1463201,2017-11-16,Microchip Technology Inc.,57983
1463264,2017-11-16,AMD,177807
1463318,2017-11-16,American Electric Power,39147
1463373,2017-11-16,Cognizant,1201044
1463453,2017-11-16,Comcast,217412
1463489,2017-11-16,CDW,71091
1463490,2017-11-16,Intel Corporation,950274
1463514,2017-11-16,Cisco,1559402
1463577,2017-11-16,Fiserv,152382
1463619,2017-11-16,Charter Communications,59118
1463688,2017-11-16,T-Mobile,236909
1463705,2017-11-16,KLA-Tencor,70152
1463769,2017-11-16,eBay,292701
1463784,2017-11-16,Amazon,2914637
1463786,2017-11-16,Lam Research,48353
1463805,2017-11-16,Microsoft,4281030
1463824,2017-11-16,Adobe,772648
1463846,2017-11-16,NXP Semiconductors,125900
1463948,2017-11-16,PayPal,268199
1463961,2017-11-16,Marriott International,612449
1463974,2017-11-16,Marvell Semiconductor,93431
1464001,2017-11-16,JD.COM,40382
1464116,2017-11-16,Verisk Analytics,33625
1464150,2017-11-16,Costco Wholesale,183213
1464159,2017-11-16,Google,5528685
1464186,2017-11-16,Micron Technology,91164
1464212,2017-11-16,Texas Instruments,252228
1464253,2017-11-16,Atlassian,95009
1464261,2017-11-16,PACCAR,37215
1464345,2017-11-16,Exelon,67309
1464442,2017-11-16,TripAdvisor,166984
1464459,2017-11-16,Workday,165512
1464510,2017-11-16,IDEXX,44278
1464554,2017-11-16,Electronic Arts (EA),309658
1464646,2017-11-16,Activision,102662
1464664,2017-11-16,DocuSign,41448
1464691,2017-11-16,Starbucks,851235
1464704,2017-11-16,Apple,3819991
1464723,2017-11-16,Gilead Sciences,165319
1464734,2017-11-16,Sirius XM Radio Inc.,31415
1464755,2017-11-16,Dollar Tree Stores,33706
1464785,2017-11-16,ASML,88303
1464817,2017-11-16,Analog Devices,68553
1464819,2017-11-16,Splunk,91620
1464822,2017-11-16,Dexcom,17789
1464823,2017-11-16,Broadcom Limited,144014
1464887,2017-11-16,Applied Materials,119002
1464898,2017-11-16,Netflix,511169
1464917,2017-11-16,Mondelēz International,685525
1465024,2017-11-16,Monster Energy,44328
1465036,2017-11-16,Vertex Pharmaceuticals,67322
1465107,2017-11-16,Biogen,139262
1465132,2017-11-16,Cadence Design Systems,70737
1465214,2017-11-16,Xilinx,80772
1465248,2017-11-16,Synopsys Inc,116533
1465253,2017-11-16,lululemon,173915
1465384,2017-11-16,Mercadolibre.com,57168
1465438,2017-11-16,VERISIGN,25030
1465469,2017-11-16,O'Reilly Auto Parts,27916
1465585,2017-11-16,NetEase,38163
1465605,2017-11-16,Qualcomm,308567
1465610,2017-11-16,Match.com,9978
1465714,2017-11-16,Paychex,54170
1465821,2017-11-16,21st Century Fox,9863
1465875,2017-11-16,Align Technology,26842
1465892,2017-11-16,The Kraft Heinz Company,383395
1465928,2017-11-16,Incyte,12323
1465930,2017-11-16,Cerner Corporation,125007
1465994,2017-11-16,ADP,436648
1466002,2017-11-16,Walgreens,226359
1466015,2017-11-16,CSX,58540
1466029,2017-11-16,Intuitive Surgical,53046
1466334,2017-11-16,Illumina,103330
1466360,2017-11-16,Xcel Energy,43646
1466467,2017-11-16,Maxim Integrated,47857
1466492,2017-11-16,NVIDIA,235552
1466508,2017-11-16,PepsiCo,1618972
1466544,2017-11-16,Intuit,148018
1466550,2017-11-16,Copart,21878
1466588,2017-11-16,Facebook,1893883
1466678,2017-11-17,Cintas,76151
1466869,2017-11-17,Microchip Technology Inc.,58045
1466903,2017-11-17,AMD,177941
1466959,2017-11-17,American Electric Power,39167
1467032,2017-11-17,Cognizant,1202038
1467167,2017-11-17,CDW,71115
1467169,2017-11-17,Intel Corporation,950788
1467200,2017-11-17,Cisco,1560583
1467236,2017-11-17,Comcast,217571
1467290,2017-11-17,Fiserv,152445
1467369,2017-11-17,Charter Communications,59158
1467420,2017-11-17,T-Mobile,237096
1467442,2017-11-17,KLA-Tencor,70196
1467483,2017-11-17,Align Technology,26878
1467509,2017-11-17,eBay,292805
1467522,2017-11-17,Amazon,2926485
1467524,2017-11-17,Lam Research,48467
1467533,2017-11-17,Microsoft,4286246
1467564,2017-11-17,Adobe,773317
1467582,2017-11-17,NXP Semiconductors,126010
1467593,2017-11-17,ASML,88367
1467697,2017-11-17,PayPal,268326
1467718,2017-11-17,Marvell Semiconductor,93458
1467882,2017-11-17,Verisk Analytics,33658
1467921,2017-11-17,Google,5540146
1468043,2017-11-17,Texas Instruments,252406
1468046,2017-11-17,Atlassian,95085
1468052,2017-11-17,PACCAR,37227
1468170,2017-11-17,Incyte,12340
1468192,2017-11-17,Biogen,139338
1468248,2017-11-17,TripAdvisor,167081
1468269,2017-11-17,Workday,165677
1468332,2017-11-17,IDEXX,44299
1468339,2017-11-17,Synopsys Inc,116666
1468391,2017-11-17,Autodesk Media & Entertainment,4845
1468464,2017-11-17,Electronic Arts (EA),309874
1468577,2017-11-17,DocuSign,41474
1468751,2017-11-17,Starbucks,851610
1468753,2017-11-17,Apple,3822596
1468790,2017-11-17,Gilead Sciences,165417
1468815,2017-11-17,Sirius XM Radio Inc.,31433
1468840,2017-11-17,Dollar Tree Stores,33725
1468894,2017-11-17,Micron Technology,91278
1468919,2017-11-17,Splunk,91732
1468925,2017-11-17,Analog Devices,68607
1468928,2017-11-17,Broadcom Limited,144131
1468932,2017-11-17,Dexcom,17807
1468993,2017-11-17,21st Century Fox,9871
1468994,2017-11-17,Match.com,9983
1469003,2017-11-17,Applied Materials,119058
1469025,2017-11-17,Netflix,511899
1469040,2017-11-17,Monster Energy,44364
1469172,2017-11-17,Tesla,1195973
1469210,2017-11-17,Vertex Pharmaceuticals,67355
1469243,2017-11-17,Costco Wholesale,183328
1469248,2017-11-17,Activision,102724
1469327,2017-11-17,Cadence Design Systems,70798
1469356,2017-11-17,Mondelēz International,685833
1469416,2017-11-17,Xcel Energy,43664
1469423,2017-11-17,Marriott International,613344
1469424,2017-11-17,Xilinx,80826
1469476,2017-11-17,lululemon,174044
1469633,2017-11-17,Mercadolibre.com,57278
1469706,2017-11-17,VERISIGN,25034
1469737,2017-11-17,O'Reilly Auto Parts,27935
1469766,2017-11-17,Qualcomm,308773
1469836,2017-11-17,NetEase,38210
1469969,2017-11-17,Paychex,54202
1470172,2017-11-17,The Kraft Heinz Company,383833
1470298,2017-11-17,Cerner Corporation,125082
1470312,2017-11-17,ADP,436881
1470328,2017-11-17,CSX,58569
1470337,2017-11-17,Walgreens,226484
1470356,2017-11-17,Exelon,67343
1470361,2017-11-17,Intuitive Surgical,53074
1470706,2017-11-17,Illumina,103392
1470748,2017-11-17,Amgen,302052
1470876,2017-11-17,Maxim Integrated,47874
1470888,2017-11-17,NVIDIA,235785
1470904,2017-11-17,PepsiCo,1619879
1470913,2017-11-17,JD.COM,40415
1470948,2017-11-17,Intuit,148118
1470959,2017-11-17,Copart,21940
1470994,2017-11-17,Facebook,1901627
1471293,2017-11-18,Microchip Technology Inc.,58091
1471331,2017-11-18,AMD,178033
1471354,2017-11-18,American Electric Power,39183
1471381,2017-11-18,Cisco,1561741
1471445,2017-11-18,Cognizant,1202889
1471566,2017-11-18,CDW,71139
1471568,2017-11-18,Intel Corporation,951260
1471687,2017-11-18,Fiserv,152497
1471704,2017-11-18,Comcast,217697
1471777,2017-11-18,Charter Communications,59178
1471804,2017-11-18,T-Mobile,237248
1471829,2017-11-18,KLA-Tencor,70237
1471872,2017-11-18,Micron Technology,91374
1471896,2017-11-18,eBay,292902
1471907,2017-11-18,Amazon,2936865
1471910,2017-11-18,Microsoft,4290799
1471948,2017-11-18,Adobe,773869
1471969,2017-11-18,ASML,88429
1471988,2017-11-18,NXP Semiconductors,126104
1472047,2017-11-18,Cintas,76205
1472091,2017-11-18,Apple,3824831
1472094,2017-11-18,Marvell Semiconductor,93488
1472095,2017-11-18,PayPal,268467
1472122,2017-11-18,Marriott International,614150
1472124,2017-11-18,JD.COM,40437
1472285,2017-11-18,Verisk Analytics,33710
1472331,2017-11-18,Google,5550777
1472450,2017-11-18,Atlassian,95136
1472491,2017-11-18,PACCAR,37239
1472617,2017-11-18,Biogen,139411
1472673,2017-11-18,TripAdvisor,167161
1472695,2017-11-18,Workday,165853
1472759,2017-11-18,IDEXX,44325
1472769,2017-11-18,Synopsys Inc,116769
1472789,2017-11-18,Autodesk Media & Entertainment,4845
1472892,2017-11-18,Electronic Arts (EA),310047
1473148,2017-11-18,DocuSign,41491
1473179,2017-11-18,Activision,102766
1473181,2017-11-18,Starbucks,851942
1473219,2017-11-18,Gilead Sciences,165528
1473238,2017-11-18,Lam Research,48571
1473247,2017-11-18,Sirius XM Radio Inc.,31442
1473335,2017-11-18,Analog Devices,68645
1473339,2017-11-18,Broadcom Limited,144236
1473343,2017-11-18,Splunk,91800
1473417,2017-11-18,Match.com,9988
1473421,2017-11-18,21st Century Fox,9874
1473430,2017-11-18,Applied Materials,119118
1473445,2017-11-18,Netflix,512510
1473463,2017-11-18,Monster Energy,44404
1473465,2017-11-18,Mondelēz International,686100
1473471,2017-11-18,Dexcom,17823
1473633,2017-11-18,Vertex Pharmaceuticals,67382
1473720,2017-11-18,Qualcomm,308990
1473760,2017-11-18,Cadence Design Systems,70833
1473769,2017-11-18,Costco Wholesale,183422
1473864,2017-11-18,Xilinx,80868
1473912,2017-11-18,lululemon,174134
1474054,2017-11-18,Mercadolibre.com,57366
1474125,2017-11-18,VERISIGN,25041
1474178,2017-11-18,O'Reilly Auto Parts,27950
1474208,2017-11-18,Tesla,1198762
1474269,2017-11-18,NetEase,38252
1474283,2017-11-18,Maxim Integrated,47897
1474415,2017-11-18,Paychex,54220
1474599,2017-11-18,The Kraft Heinz Company,384152
1474677,2017-11-18,Incyte,12353
1474714,2017-11-18,CSX,58592
1474726,2017-11-18,Cerner Corporation,125133
1474738,2017-11-18,ADP,437048
1474758,2017-11-18,Walgreens,226605
1474764,2017-11-18,Exelon,67392
1474779,2017-11-18,Intuitive Surgical,53107
1474906,2017-11-18,Align Technology,26916
1475020,2017-11-18,Texas Instruments,252548
1475104,2017-11-18,Amgen,302323
1475113,2017-11-18,Illumina,103465
1475142,2017-11-18,Xcel Energy,43684
1475228,2017-11-18,Dollar Tree Stores,33744
1475308,2017-11-18,NVIDIA,236013
1475324,2017-11-18,PepsiCo,1620643
1475361,2017-11-18,Intuit,148190
1475369,2017-11-18,Copart,21984
1475408,2017-11-18,Facebook,1907486
1475477,2017-11-19,Cintas,76239
1475707,2017-11-19,Microchip Technology Inc.,58129
1475740,2017-11-19,AMD,178136
1475803,2017-11-19,American Electric Power,39198
1475858,2017-11-19,Cognizant,1203511
1475888,2017-11-19,Align Technology,26937
1475936,2017-11-19,PACCAR,37247
1476012,2017-11-19,CDW,71151
1476014,2017-11-19,Intel Corporation,951683
1476051,2017-11-19,Cisco,1562547
1476140,2017-11-19,Fiserv,152541
1476235,2017-11-19,Charter Communications,59197
1476236,2017-11-19,Comcast,217771
1476262,2017-11-19,T-Mobile,237364
1476292,2017-11-19,KLA-Tencor,70274
1476352,2017-11-19,eBay,292987
1476360,2017-11-19,Amazon,2945127
1476364,2017-11-19,Lam Research,48630
1476365,2017-11-19,Microsoft,4294368
1476405,2017-11-19,Adobe,774255
1476436,2017-11-19,ASML,88471
1476459,2017-11-19,NXP Semiconductors,126181
1476475,2017-11-19,Exelon,67416
1476538,2017-11-19,Apple,3826709
1476544,2017-11-19,PayPal,268577
1476575,2017-11-19,Marriott International,614790
1476599,2017-11-19,Marvell Semiconductor,93504
1476628,2017-11-19,JD.COM,40446
1476708,2017-11-19,21st Century Fox,9878
1476743,2017-11-19,Verisk Analytics,33735
1476784,2017-11-19,Google,5559852
1476914,2017-11-19,Texas Instruments,252650
1476915,2017-11-19,Atlassian,95184
1477114,2017-11-19,TripAdvisor,167209
1477136,2017-11-19,Workday,165969
1477194,2017-11-19,IDEXX,44338
1477200,2017-11-19,Synopsys Inc,116852
1477242,2017-11-19,Autodesk Media & Entertainment,4845
1477308,2017-11-19,Electronic Arts (EA),310184
1477566,2017-11-19,DocuSign,41504
1477599,2017-11-19,Starbucks,852160
1477637,2017-11-19,Gilead Sciences,165590
1477675,2017-11-19,Sirius XM Radio Inc.,31449
1477683,2017-11-19,Dollar Tree Stores,33756
1477726,2017-11-19,Micron Technology,91457
1477760,2017-11-19,Analog Devices,68685
1477762,2017-11-19,Broadcom Limited,144321
1477851,2017-11-19,Applied Materials,119160
1477871,2017-11-19,Netflix,512998
1477897,2017-11-19,Mondelēz International,686305
1477904,2017-11-19,Costco Wholesale,183492
1478042,2017-11-19,Monster Energy,44420
1478047,2017-11-19,Vertex Pharmaceuticals,67400
1478179,2017-11-19,Cadence Design Systems,70881
1478249,2017-11-19,Xilinx,80900
1478262,2017-11-19,Biogen,139471
1478337,2017-11-19,lululemon,174191
1478468,2017-11-19,Mercadolibre.com,57415
1478535,2017-11-19,VERISIGN,25042
1478551,2017-11-19,O'Reilly Auto Parts,27961
1478599,2017-11-19,Tesla,1200966
1478601,2017-11-19,Maxim Integrated,47915
1478606,2017-11-19,Splunk,91874
1478680,2017-11-19,NetEase,38288
1478720,2017-11-19,Match.com,9991
1478752,2017-11-19,Activision,102786
1478815,2017-11-19,Paychex,54241
1479010,2017-11-19,The Kraft Heinz Company,384375
1479075,2017-11-19,Incyte,12358
1479127,2017-11-19,CSX,58623
1479130,2017-11-19,Cerner Corporation,125174
1479139,2017-11-19,ADP,437176
1479169,2017-11-19,Walgreens,226682
1479198,2017-11-19,Intuitive Surgical,53125
1479230,2017-11-19,Qualcomm,309169
1479559,2017-11-19,Illumina,103514
1479587,2017-11-19,Dexcom,17837
1479593,2017-11-19,Amgen,302503
1479596,2017-11-19,Xcel Energy,43692
1479734,2017-11-19,NVIDIA,236179
1479750,2017-11-19,PepsiCo,1621207
1479794,2017-11-19,Intuit,148247
1479803,2017-11-19,Copart,22003
1479844,2017-11-19,Facebook,1912573
1480074,2017-11-20,DocuSign,41521
1480121,2017-11-20,Microchip Technology Inc.,58204
1480162,2017-11-20,AMD,178239
1480215,2017-11-20,American Electric Power,39220
1480276,2017-11-20,Cognizant,1204239
1480404,2017-11-20,CDW,71156
1480405,2017-11-20,Intel Corporation,952108
1480438,2017-11-20,Cisco,1563606
1480528,2017-11-20,Fiserv,152584
1480571,2017-11-20,Netflix,513463
1480599,2017-11-20,Comcast,217843
1480652,2017-11-20,T-Mobile,237484
1480662,2017-11-20,Analog Devices,68737
1480745,2017-11-20,eBay,293080
1480754,2017-11-20,Microsoft,4299008
1480758,2017-11-20,Amazon,2957158
1480761,2017-11-20,Lam Research,48730
1480795,2017-11-20,Adobe,774673
1480856,2017-11-20,NXP Semiconductors,126268
1480946,2017-11-20,Apple,3828567
1480952,2017-11-20,PayPal,268690
1480981,2017-11-20,Marriott International,615612
1480988,2017-11-20,21st Century Fox,9888
1481033,2017-11-20,JD.COM,40466
1481034,2017-11-20,Marvell Semiconductor,93534
1481144,2017-11-20,Cintas,76287
1481160,2017-11-20,Verisk Analytics,33783
1481194,2017-11-20,Google,5572954
1481221,2017-11-20,Electronic Arts (EA),310327
1481323,2017-11-20,Texas Instruments,252796
1481324,2017-11-20,Atlassian,95234
1481377,2017-11-20,PACCAR,37258
1481554,2017-11-20,TripAdvisor,167278
1481647,2017-11-20,CSX,58650
1481886,2017-11-20,Exelon,67450
1482045,2017-11-20,Starbucks,852393
1482084,2017-11-20,Gilead Sciences,165659
1482105,2017-11-20,Sirius XM Radio Inc.,31458
